0.527	4.56
7.38	7.14
2.69	8.84
4.23	7.21
5.48	0.186
9.43	6.75
4.18	4.39
9.83	4.38
3.01	1.17
7.01	8.15
6.66	3.25
5.39	2.46
6.98	3.43
6.67	3.76
1.78	5.47
1.28	5.62
9.99	3.96
1.71	3.98
0.326	5.15
5.61	6.58
8.82	9.51
6.69	7.22
1.9	4
3.69	8.32
4.61	1.34
9.82	0.605
1.56	0.842
8.56	1.64
6.45	3.24
3.76	3.02
1.91	0.117
4.28	5.4
4.82	0.954
1.21	1.47
5.9	6.31
2.26	8.59
3.85	9.74
5.83	5.71
2.52	9.97
2.9	5.54
6.17	5.15
2.65	3.31
8.24	4.3
9.83	4.92
7.3	0.71
3.44	8.88
5.84	0.646
1.08	4.36
9.06	8.27
8.8	3.95
8.18	6.13
2.61	8.19
5.94	8.86
0.225	9.31
4.25	1.91
3.13	2.59
1.61	8.98
1.79	5.93
4.23	5.04
0.942	6.13
5.99	8.19
4.71	5.32
6.96	2.02
7	4.54
6.39	4.28
0.336	9.66
0.688	6.2
3.2	6.95
5.31	7.2
6.54	3.47
4.08	5.17
8.2	5.57
7.18	1.56
9.69	5.62
5.31	6.95
3.25	4.26
1.06	8.36
6.11	7.31
7.79	3.6
4.23	4.54
0.908	3.86
2.66	7.76
1.54	7.34
2.81	4.3
4.4	6.94
5.27	9.45
4.57	7.84
8.75	7.06
5.18	1.09
9.44	3.9
6.38	5.91
9.58	4.59
2.41	0.503
6.76	2.29
2.89	8.34
6.72	0.156
6.95	8.64
0.68	0.781
2.55	6.69
2.24	5
6.68	2.18
8.44	5.72
3.44	1.22
7.81	6.71
6.75	6
0.0672	0.56
6.02	0.563
3.87	1.53
9.16	0.196
0.0115	4.35
4.62	8.32
4.24	6.17
4.61	5.2
7.7	8.64
3.22	0.977
7.85	9.08
4.71	1.08
0.358	5.17
1.76	1.43
7.22	5.59
4.73	0.0458
1.53	7.67
3.41	8.49
6.07	9.17
1.92	9.87
7.38	5.05
2.43	2.71
9.17	1.01
2.69	5.08
7.66	5.86
1.89	7.63
2.87	0.83
0.911	6.62
5.76	5.17
6.83	1.71
5.47	9.39
4.26	5.9
6.44	4.41
6.48	9.42
6.79	6.56
6.36	4.52
9.45	8.4
2.09	5.33
7.09	5.54
2.36	6.8
1.19	3.67
6.07	2.39
4.5	5.79
4.59	8.67
6.62	4.07
7.7	1.13
3.5	4.44
6.62	3
4.16	4.01
8.42	8.33
8.33	4.04
2.56	3.9
6.13	3.6
5.82	1.4
5.41	2.6
8.7	0.868
2.65	4.29
3.18	2.57
1.19	2.98
9.4	4.25
6.46	1.19
4.79	4.95
6.39	7.06
5.45	2.44
6.47	7.85
5.44	0.741
7.21	3.94
5.22	0.0339
9.94	2.21
2.19	0.013
1.06	1.89
1.1	1.42
0.636	2.68
4.05	1.75
4.48	1.39
3.66	5.99
7.64	9.01
6.28	9.39
7.72	2.21
9.33	4.83
9.73	3.76
1.92	5.24
1.39	2.65
6.96	0.684
0.938	4.36
5.25	1.74
5.3	0.261
8.61	9.55
4.85	4.31
3.93	9.62
6.71	7.62
7.41	0.0735
5.2	6.8
3.48	7.06
1.5	6.45
5.86	5.52
2.62	2.18
0.445	7.72
7.55	2.28
2.43	3.71
4.42	8.91
6.88	8.56
3.59	4.02
7.36	3.18
3.95	6.09
6.83	9.1
7.04	9.09
4.42	5.92
0.196	3.33
3.31	8.53
4.24	4.42
2.7	9.04
1.97	0.332
8.22	5.32
4.3	7.16
8.88	1.79
3.91	3.37
7.69	1.88
3.97	3.22
8.09	4.04
7.55	5.49
3.77	0.487
2.16	5.53
7.9	2.75
9.49	2.42
3.28	2.43
6.71	1.54
4.39	9.56
8.34	9.36
7.69	8.19
1.67	7.28
8.62	1.76
9.9	3.6
5.14	1.89
8.84	0.012
5.88	3.16
1.55	7
2	6.25
4.07	5.43
7.49	4.39
8.26	2.87
7.9	5.02
3.19	7.62
5.34	7.62
0.9	5.76
1.12	7.48
1.36	6.46
6.79	1.23
4.95	5.04
1.9	3.47
4.95	0.921
1.48	1.48
0.55	1.98
8.51	6.72
5.61	4.32
9.3	6.94
6.97	2.57
5.83	0.0976
8.15	5.32
8.79	2.79
9.89	9.46
0.00522	9.06
8.65	3.93
6.13	0.249
9.9	6.71
5.28	8.37
4.8	9.71
8.01	0.569
2.28	4.5
4.98	5.82
9.01	6.87
5.75	7.19
8.45	6.5
7.39	7.27
5.86	3.74
2.47	5.82
6.66	1.16
0.835	0.577
6.26	9.8
6.61	2.85
7.3	5.95
8.91	9.62
9.82	1.86
7.69	1.93
5.81	3.42
9.28	9.33
5.8	3.91
0.17	2.73
1.21	1.52
8.63	3.97
4.84	3.75
8.45	1.31
2.09	4.35
5.52	0.915
6.3	6.15
0.32	0.11
6.15	5.73
3.62	7.9
0.495	2.35
4.9	4.48
1.93	5.69
1.23	0.614
2.05	4.96
1.47	6.42
1.89	2.21
0.427	8.37
6.35	9.71
2.82	8.46
5.39	5.06
6.95	2.79
4.99	7.47
5.36	2.37
4.45	9.57
1.24	6.2
4.9	6
8.53	1.73
8.74	0.903
2.7	2.55
2.08	8.59
5.65	9.11
6.4	7
4.17	7.25
2.06	2.3
9.48	5.76
0.821	8.11
1.06	4.04
1.42	9.88
1.66	0.9
6.21	3.21
5.74	5.11
0.521	0.606
9.31	7.26
7.29	5.57
7.38	5.29
0.634	8.3
8.6	8.59
9.34	7.89
9.84	3.18
8.59	4.52
7.86	7.52
5.13	1.1
1.78	1.1
3.99	2.7
1.34	5.25
0.309	9.73
9.39	7.1
3.01	3.12
2.96	2.91
3.33	8.5
4.67	9.12
6.48	6.39
0.252	2.55
8.42	0.887
5.59	8.38
8.54	5.85
3.48	9.48
4.46	0.61
0.542	5.85
1.77	2.85
6.63	8.28
3.31	1.91
8.98	4.43
1.18	3.93
9.88	8.27
5.4	6.77
7.07	2.08
9.99	3.18
2.88	1.34
4.15	6.71
4.65	5.71
7.64	1.7
8.18	1.48
1	4.76
1.78	9.08
3.6	5.52
0.567	0.329
5.22	0.539
3.36	8.05
1.76	4.51
2.09	3.83
9.05	7.9
6.75	3.64
4.68	5.32
9.12	7.12
1.04	8.71
7.46	3.29
7.36	6.5
5.62	9.75
1.84	0.76
5.97	5.87
3	4.14
1.34	3.09
2.13	2.64
8.95	7.59
0.715	9.95
2.42	1.87
0.538	7.81
4.42	1.96
0.133	9.92
8.97	8.02
1.97	4.24
0.934	7.29
3.07	4.98
4.56	8.09
1.02	3.57
9.95	0.732
3.32	5.91
2.97	9.1
0.62	1.94
2.98	4.32
0.464	7.49
5.05	0.392
7.61	9.46
6.31	7.64
0.899	5.59
0.809	1.84
7.77	4.98
9.05	5.18
5.34	9.94
1.09	8.55
8.26	9.62
3.38	6.79
2.94	4.04
7.46	9.35
0.103	4.79
0.484	2.32
6.68	3.96
6.03	7.05
5.26	5.59
7.3	7.57
7.07	9.95
7.81	9.62
2.88	5.35
6.93	9.64
5.57	1.16
3.97	0.514
0.616	3.04
7.8	5.8
3.38	5.31
6.08	9.01
7.41	5.41
1.05	4.32
1.28	5.43
5.5	7.12
4.85	0.167
8.9	8.01
7.99	1.43
7.34	4.78
0.513	2.57
0.729	3.69
0.885	6.62
7.98	1.7
9.43	2.79
6.84	1.98
1.32	1.95
7.23	3.27
1.1	8.8
1.17	4.71
6.41	4.04
3.29	1.79
6.54	9.69
7.49	4.07
5.83	8.44
7.4	6.15
2.35	3.77
7.35	8.77
9.71	7.85
8.67	4.65
0.862	8.14
3.66	8.98
3.69	4.29
6.85	3.34
5.98	5.97
7.89	9.02
3.68	7.02
2.06	3.77
0.867	7.35
7.72	9.54
2.06	5.43
3.88	5.4
5.52	3.11
2.29	0.712
6.42	1.82
4.84	0.93
1.52	4.63
7.82	0.0933
1.01	9.15
2.94	6.43
2.37	0.0142
5.31	0.304
0.915	2.08
4.05	4.55
1.05	1.27
1.12	0.0865
7.84	7.27
2.92	3.54
6.04	7.8
9.64	4.37
4.32	4.37
6.95	0.492
7.58	0.496
4.33	0.911
6.55	5.94
1.1	2.41
9.34	8.41
1.87	8.57
2.66	9.64
7.98	4.89
4.88	2.2
7.69	2.26
3.96	5.37
2.73	7.62
0.372	3.48
6.73	4.61
4.3	6.39
4.52	9.17
6.1	1.62
0.594	7.16
3.16	5.78
7.73	4.33
6.96	8.84
1.25	3.93
1.3	1.79
0.924	6.33
0.0782	6.24
4.23	3.28
6.56	8.03
7.23	9.99
5.31	9.81
1.09	1.27
6.32	2.32
1.26	0.236
1.34	6.07
0.986	1.11
1.42	4.07
1.68	8.84
1.96	5.48
3.17	3.69
3.16	2.08
2.18	4.41
2.51	9.56
8.93	1.24
7.03	4.71
5.56	8.57
1.84	0.434
2.12	6.92
0.773	9.79
9.14	2.83
7.07	1.34
5.58	6.85
3.13	9.09
1.66	6.11
6.22	9
9.88	1.93
1.7	7.54
2.58	3.46
3.97	4.19
0.74	1.56
6.84	8.19
4.02	6.25
9.83	7.39
4.02	8.05
6.21	0.672
1.54	9.51
3.81	4.98
1.61	7.55
7.58	7.42
8.71	8.31
3.51	1.57
6.86	4.57
2.94	6.18
5.31	9.32
8.32	8.35
5.97	8.95
3.35	5.83
2.99	5.83
4.53	8.55
4.23	0.349
3.6	8.85
5.58	4.08
7.43	0.364
4.24	7.46
4.29	1.55
1.25	1.44
0.244	6.06
2.9	2.54
3.18	3.24
6.54	4.02
9.57	4.06
9.36	3.86
4.58	6.1
2.4	1.67
7.64	1.88
7.59	0.946
7.41	3.23
7.44	7.7
1.06	2.34
6.82	7.4
4.63	6.93
2.12	8.24
0.985	8.28
8.24	2.93
1.75	3.09
1.64	5.23
6.66	3.25
8.94	8.32
5.17	8.1
7.03	5.57
1.54	2.63
9.53	6.81
5.41	2.34
6.8	4.56
0.366	3.85
8.09	5.39
7.49	9.92
1.2	7.55
5.25	9.8
3.26	2.35
5.46	5.29
3.99	0.514
4.15	7.57
1.81	6.02
2.55	8.57
0.205	9.88
9.24	9.29
6.54	4.1
9.33	0.00341
1.64	5.41
9.21	2.08
7.95	2.19
5.77	3.26
4.4	0.959
2.58	7.48
7.52	7.49
2.29	5.43
0.642	3.38
7.67	8.32
6.71	5.53
7.15	9.58
6.42	8.93
4.19	3.57
3.91	5.46
8.16	3.47
3.17	6.23
8.15	7.97
7.89	7.46
8.52	1.26
5.06	8.22
6.36	0.252
9.51	4.14
4.44	7.31
0.6	7.81
8.67	3.67
